ID;Title;Artist;Year;Duo;Explicit;"Date Added";Styles
40240;"Grande, grande, grande";Mina;1972;0;0;2016-06-05;Pop
28777;Summertime;"Renee Olstead";2004;0;0;2011-05-30;Jazz
29458;"If You're Out There";"John Legend";2008;0;0;2011-05-30;"Pop,Soft rock"
32565;"Crying (duet)";"Roy Orbison";1987;1;0;2011-05-31;"Duet,Pop,Rock,TV & movie soundtrack"
43890;"Take Me To The King";"Tamela Mann";2012;0;0;2013-07-10;Gospel,Soul,Pop,Christian
10404;"Just To See You Smile";"Tim McGraw";1997;0;0;2014-05-20;Country
8824;"That's The Way It Is";"Céline Dion";1999;0;0;2011-11-19;"Pop,Soft rock"
36509;"The Ballad of Mona Lisa";"Panic! At the Disco";2011;0;0;2014-10-19;Rock,Alternative
41659;"Beauty And A Beat";"Justin Bieber";2012;0;0;2012-10-17;"Dance,Pop,R&B,Teen pop"
34028;"My Medicine";"The Pretty Reckless";2010;0;0;2011-05-31;Alternative,Rock
22061;"Tombe la neige";"Salvatore Adamo";1963;0;0;2011-10-06;"Oldies,French pop"
37998;"Paint Me A Birmingham (2003 version)";"Tracy Lawrence";2003;0;0;2014-11-06;Country
50564;"Howling at Nothing";"Nathaniel Rateliff & The Night Sweats";2015;0;0;2016-04-14;Rock,Alternative,Blues,Soul
12421;"Just Lose It";Eminem;2004;0;0;2012-01-30;Rap
6896;"Come A Little Bit Closer";"Jay and The Americans";1975;0;0;2011-10-03;Oldies,Rock
13323;"La java bleue";"Patrick Bruel";2002;0;0;2012-02-03;"French pop,Oldies,Musette"
39946;"Pick Me Up On Your Way Down";"Martina McBride";2005;0;0;2012-11-13;Country
7063;"The Game Of Love";Santana;2002;0;0;2011-06-24;Pop,Rock
38715;"The Dark End of the Street";"The Commitments";1991;0;0;2012-01-09;"Soul,TV & movie soundtrack"
16473;"Walk Softly On This Heart Of Mine";"The Kentucky Headhunters";1989;0;0;2014-09-22;Country
45077;"Sylvia's Mother";"Mike Denver";2008;0;0;2013-10-17;Country
41281;"Never Can Say Goodbye";"The Jackson 5";1971;0;0;2013-02-13;Soul,Funk
42972;Clarity;Zedd;2013;0;0;2013-02-27;Dance,Electro
14393;"I Don't Know";Noa;1994;0;0;2011-05-31;Soul
17621;"Just Around The Corner";"Cock Robin";1987;0;0;2011-05-31;"Pop,Soft rock"
28071;"Que je t'aime (Stade de France 2009)";"Johnny Hallyday";2009;0;0;2014-07-23;"French pop,Love"
10276;"Le chemin de papa";"Joe Dassin";1969;0;0;2013-09-21;"French pop"
41514;Easy;Cro;2012;0;0;2012-10-03;Rap,Pop
47331;Home;Dotan;2014;0;0;2014-09-01;Alternative,Pop,Rock,Folk
37414;"Show Me Love";"Robin S.";1993;0;0;2011-07-07;Dance
21933;"Le plat pays";"Jacques Brel";1962;0;0;2011-07-08;"French pop"
9570;"Something About The Way You Look Tonight";"Elton John";1997;0;0;2007-05-04;"Pop,Love,Soft rock"
30852;"La romance de Paris";"Charles Trenet";1941;0;0;2011-05-30;"French pop,Musette"
39486;"Tangled Up In You";Staind;2008;0;0;2012-11-14;"Soft rock,Rock"
6713;"Puttin' On The Ritz";"Ella Fitzgerald";1958;0;0;2007-06-26;Jazz
49271;"Probier's mal mit Gemütlichkeit";"Das Dschungelbuch";1967;0;0;2015-08-10;"TV & movie soundtrack,Kids,Schlager"
20778;"How Long";Ace;1974;0;0;2012-10-16;Rock,Pop
37852;"Liefde voor muziek";"Raymond van het Groenewoud";1991;0;0;2012-09-03;Gospel,Soul
38995;"When You Walk In The Room";"Status Quo";1995;0;0;2012-06-01;Rock,Pop
15283;"Blue Suede Shoes";"Carl Perkins";1956;0;0;2014-08-04;"Rock 'n Roll"
25163;"Giving Myself";"Jennifer Hudson";2008;0;0;2011-05-30;Love,Pop
14230;"Endless Love";"Luther Vandross";1994;1;0;2011-05-31;Love,Soul,Duet
43370;Retrograde;"James Blake";2013;0;0;2013-08-10;Pop,Electro
47496;Changing;Sigma;2014;0;0;2014-09-15;Electro,Dance
11659;Shine;"Take That";2006;0;0;2007-05-11;Pop,Rock
44302;"Sing Sing Sing";"The Andrews Sisters";1958;0;0;2013-07-31;Jazz,Oldies
25681;"It Had To Be You";"Tony Bennett";1994;0;0;2012-01-27;Jazz
29374;"Lullaby Of Birdland";"Ella Fitzgerald";1954;0;0;2011-05-30;Jazz,Oldies
47784;"Begin The Beguine";"Michael Bublé";1999;0;0;2014-11-12;Jazz,Pop,Oldies
50499;Blackstar;"David Bowie";2016;0;0;2016-03-08;Rock,Alternative,Electro
50923;"Over The Rainbow";"Matt Monro";1975;0;0;2016-04-08;"Love,Musical,TV & movie soundtrack,Pop"
16947;People;"Barbra Streisand";1964;0;0;2012-06-28;"Musical,TV & movie soundtrack"
27467;"Why Do Fools Fall In Love";"Frankie Lymon";1956;0;0;2011-05-30;Oldies,Pop
32141;"Dance Me To The End Of Love";"Madeleine Peyroux";2004;0;0;2011-09-28;Jazz
10334;"The Wedding Song";"Paul Stookey";1971;0;0;2007-07-03;Folk
43822;"So Nice";"Diana Krall";2009;0;0;2013-07-01;Jazz
41402;"Bara Bará Bere Berê";"Michel Teló";2012;0;0;2012-09-18;Latin,Pop,World/Folk
12949;"Tous les bateaux, tous les oiseaux";"Michel Polnareff";1969;0;0;2011-06-09;"French pop"
33702;"Preghero (Stand By Me)";"Adriano Celentano";1965;0;0;2012-10-22;Oldies,Pop
27626;Hypnotize;"The Notorious B.I.G.";1997;0;0;2011-05-30;Rap
40431;"Second Hand White Baby Grand";Smash;2012;0;0;2012-06-23;"TV & movie soundtrack,Musical,Pop"
19194;"Big Spender";"Sweet Charity";1966;0;0;2012-08-11;Musical
48678;Alone;"Selah Sue";2014;0;0;0000-00-00;Pop,Funk,Soul,Disco
35925;"Why Do Fools Fall In Love";"The Overtones";2010;0;0;2011-08-10;Oldies,Pop
22344;"Irgendwas bleibt";Silbermond;2009;0;0;2012-03-13;Pop,Rock
47344;"Day Drinking";"Little Big Town";2014;0;0;2014-09-22;Country
24224;"Down With The Sickness";Disturbed;2001;0;1;2011-05-31;Hard/Metal,Rock
20955;"The Nearness Of You";"Norah Jones";2001;0;0;2011-05-30;Jazz,Blues
48589;"Don't Let Me Be Misunderstood";"Nina Simone";1965;0;0;2015-02-13;Soul,Jazz
20203;"Past The Point Of Rescue";"Hal Ketchum";1991;0;0;2012-10-02;Country
16873;"Viva Colonia";Höhner;2006;0;0;2011-05-31;Schlager,Pop,Humour,Rock,Traditionnal
34551;"Tighten Up";"The Black Keys";2010;0;0;2011-05-30;Rock
13838;"Pretty Fly (For a White Guy)";"The Offspring";1998;0;0;2012-08-02;Punk/Grunge,Rock
44294;"Still Got The Blues";"Eric Clapton";2013;0;0;2013-07-30;Blues
6633;"Except For Monday";"Lorrie Morgan";1991;0;0;2012-07-05;Country
15135;"I Miss You";Blink-182;2003;0;0;2012-04-26;Alternative,Pop,Love
18715;"A Kiss To Build A Dream On";"Louis Armstrong";1928;0;0;2011-05-30;Jazz
32919;"Big River";"Johnny Cash";1958;0;0;2014-04-22;"Country,Rock 'n Roll"
30382;"Need You Now (Acoustic)";"Lady Antebellum";2010;0;0;2011-05-31;"Country,Soft rock"
30687;"Désir, désir (part 1)";"Laurent Voulzy";1984;1;0;2014-09-23;"French pop,Duet"
19580;"Johnny Blue";"Lena Valaitis";1981;0;0;2016-06-07;Schlager
43662;"Millionen lichter";"Christina Stürmer";2013;0;0;2016-06-05;Pop,Rock
6045;"Mercury Blues";"Alan Jackson";1992;0;0;2011-05-30;Country
13308;"La danse des canards";"J.J. Lionel";1980;0;0;2016-03-15;"French pop"
32129;"Somewhere Between";Tumbleweeds;1975;0;0;2011-05-30;Country
8306;"New York, New York (Duet)";"Frank Sinatra";1979;1;0;2013-07-30;"Duet,Jazz,TV & movie soundtrack"
30208;Airplanes;B.o.B;2010;0;0;2011-05-30;R&B
9415;"Put Your Hand In The Hand";"Elvis Presley";1971;0;0;2016-04-14;"Country,Rock 'n Roll,Gospel"
12260;"Histoire d'un amour";"Dany Brillant";2007;0;0;2011-08-03;"French pop,Latin"
27606;"Blue Skies";"Willie Nelson";1978;0;0;2011-05-31;Country
50431;"What I Like About You";"The Romantics";1979;0;0;2016-01-26;Rock,Pop
9131;"I Can't Stop Loving You";"Elvis Presley";1969;0;0;2007-08-27;Rock,Oldies
38296;"Rock 'n' Roll Medley";"Take That";1994;0;0;2012-08-14;"Rock 'n Roll,Pop"
13167;"Broken Wings";"Mr. Mister";1985;0;0;2011-05-30;Pop,Rock
13783;"Hedonism (Just Because You Feel Good)";"Skunk Anansie";1997;0;0;2011-05-31;Rock,Alternative
31508;"Heaven (Candlelight Mix)";"DJ Sammy";2002;0;0;2011-11-09;"Soft rock"
21375;"As Tears Go By";"The Rolling Stones";1964;0;0;2011-11-25;Rock
30796;"Silent Lucidity";Queensrÿche;1991;0;0;2011-05-30;Rock
48838;Chandelier;"Postmodern Jukebox";2014;0;0;2015-05-12;Pop,Jazz
10533;"Tant qu'on rêve encore";"Le Roi Soleil";2005;0;0;2012-09-27;"Musical,French pop"
36228;"As Time Goes By";"Tony Bennett";1963;0;0;2011-12-15;Jazz
5370;"Don't Cha";"The Pussycat Dolls";2005;0;0;2012-11-19;"Teen pop,R&B"
50159;"Something in The Way You Move";"Ellie Goulding";2015;0;0;2015-12-10;Pop,Electro
34664;Marina;"Chico & The Gypsies";2012;1;0;2015-03-05;Latin,Duet
15309;"Mountain Of Love";"Charley Pride";1981;0;0;2015-07-09;Country,Blues
48862;Bright;Echosmith;2013;0;0;2015-04-01;Pop,Folk
50508;"Wash It All Away";"Five Finger Death Punch";2015;0;0;2016-02-03;Hard/Metal,Alternative
8434;"You Are My Destiny";"Paul Anka";1958;0;0;2007-05-04;Oldies
51089;"I Love This Life";Locash;2015;0;0;2016-06-05;Country,Rock
49521;"Cool For The Summer";"Demi Lovato";2015;0;1;2015-07-28;Pop,Electro,Rock
28424;"Je suis malade";Dalida;1973;0;0;2012-02-07;"French pop"
49387;"Stormy Monday Blues";"Bobby Bland";1961;0;0;2015-07-07;Blues,Rock
48853;"La vie en rose";"Diana Krall";1998;0;0;2015-06-04;Jazz
43224;Caledonia;"Nathan Carter";2012;0;0;2013-07-01;Celtic,Country,Pop,Love
38208;"Once Upon A Time In The West";"Ennio Morricone";1968;0;0;2014-01-18;"TV & movie soundtrack"
45274;"Sirens Call";"Cats On Trees";2013;0;0;2015-01-26;Pop,Rock
51163;"My Favorite Memory";"Merle Haggard";1981;0;0;2016-06-06;Country
19339;"Schuld war nur der Bossa Nova";Manuela;1963;0;0;2015-04-21;Schlager,Oldies
51129;Rome;"Nick & Simon";2016;0;0;2016-06-07;Love,Folk
22385;"Mercy Mercy Me (The Ecology)";"Marvin Gaye";1971;0;0;2011-05-30;Soul
5975;"Toute première fois";"Jeanne Mas";1984;0;0;2012-09-23;"French pop,80s"
47841;"I Can't Give You Anything But Love";"Tony Bennett";2014;1;0;2014-11-18;Jazz,Duet,Oldies
11346;"Glory Days";"Bruce Springsteen";1984;0;0;2011-10-19;Rock
14742;"I'll Be Over You";Toto;1986;0;0;2008-04-24;Pop,Rock
19235;"Rayon de soleil";"William Baldé";2008;0;0;2011-05-30;"Pop,Reggae,Ska,French pop"
45045;"Loved Me Back To Life";"Céline Dion";2013;0;0;2013-10-16;Pop,R&B
46404;Automatic;"Miranda Lambert";2014;0;0;2014-03-31;Country
47009;"Folsom Prison Blues";"Brad Paisley";2009;0;0;2015-01-23;Country
7048;"Steamroller Blues";"Elvis Presley";1973;0;0;2014-08-08;Blues,Oldies
44691;"Ma liberté";"Georges Moustaki";1970;0;0;2013-09-27;"French pop"
50573;"Sauver l'amour";Balavoine(s);2016;0;0;2016-02-29;"French pop,Electro"
41075;"Uit m'n bol";"André Hazes";1933;0;0;2012-10-01;Schlager
20458;"Dans mon H.L.M";Renaud;1980;0;0;2011-06-28;"French pop"
45904;Runaway;"The Overtones";2013;0;0;2015-01-15;"Rock 'n Roll,Oldies,Pop"
48885;"One Last Time (Attends-moi)";"Ariana Grande";2014;1;0;2015-04-23;Pop,Dance,Electro,Duet
6643;"Papa Loved Mama";"Garth Brooks";1991;0;0;2014-07-17;Country
7785;"I'm Like A Bird";"Nelly Furtado";2000;0;0;2007-05-04;Pop,Folk,R&B
48039;Outside;"Calvin Harris";2014;0;0;2014-11-27;Electro,80s,Pop
9741;"(How Much Is That) Doggie In The Window?";"Patti Page";1960;0;0;2011-05-31;Oldies,Kids
21336;"Let The Music Play";Shannon;1983;0;0;2016-06-06;Pop,80s
32724;"I'll Be Missing You";"Puff Daddy";1997;0;0;2011-06-22;Rap,R&B
24430;"En cloque";Renaud;1983;0;0;2011-06-03;"French pop"
13122;"Sad Songs (Say So Much)";"Elton John";1984;0;0;2011-10-21;Pop
13967;"The First Cut Is The Deepest";"Rod Stewart";1976;0;0;2011-05-31;"Soft rock"
12371;"Call Me Irresponsible";"Michael Bublé";2007;0;0;2011-11-19;Oldies,Jazz
31860;"C'est l'amour";"Léopold Nord et Vous";1987;0;0;0000-00-00;"French pop,80s,Humour"
32209;"Can't Take My Eyes Off Of You";"Hermes House Band";2000;0;0;2014-08-07;Pop,Dance
21070;"Is This Love";Whitesnake;1987;0;0;2011-11-28;Hard/Metal,Love,Rock
48308;"Wonderful Tonight (Live)";"Eric Clapton";1991;0;0;2015-02-05;"Pop,Love,Soft rock"
39664;"Man In The Mirror";Glee;2011;0;0;2012-09-23;"Pop,TV & movie soundtrack"
10825;"Only Wanna Be With You";"Hootie And The Blowfish";1992;0;0;2011-07-08;Pop,Rock
21315;"No No Never";"Texas Lightning";2006;0;0;2011-05-31;Country,Pop
44559;"Fly Me To The Moon";"Matt Dusk";2004;0;0;2013-08-07;Jazz,Soul
25719;Umbrella;"The Baseballs";2009;0;0;2011-05-30;"Rock 'n Roll"
23777;"Ces gens-là";"Jacques Brel";1965;0;0;2013-02-13;"French pop"
45321;"I Wouldn't Change You If I Could";"Ricky Skaggs";1983;0;0;2013-11-22;Country
25265;"This Ole House";"Shakin' Stevens";1981;0;0;2011-05-30;"Rock 'n Roll,80s"
49044;"Moon River";"Rod Stewart";2010;0;0;2015-05-07;Love,Jazz
19399;Superstar;"Luther Vandross";1984;0;0;2011-05-30;"Love,Soul,Soft rock"
51134;L'aziza;Balavoine(s);2015;0;0;2016-06-07;"French pop,Reggae"
16734;"Der Kommissar";Falco;1982;0;0;2014-10-20;80s,Schlager
25105;"Just A Fool";"Christina Aguilera";2012;0;0;2012-12-29;Pop,Country
44325;"Round Here";"Florida Georgia Line";2013;0;0;2013-07-30;Country,Pop
32171;"Spinning Wheel";"Blood, Sweat And Tears";1968;0;0;2011-05-30;Rock,Jazz
26255;"It's All Over Now";"The Rolling Stones";1964;0;0;2012-03-26;Rock
46191;"De Vlieger";"André Hazes";1977;0;0;2014-03-26;Schlager
49564;"My Oklahoma Home";"Mike Denver";2015;0;0;2015-08-24;Country,Folk
15710;"Somebody To Love";"Jefferson Airplane";1967;0;0;2011-10-19;Rock
6664;"Tennessee Flat Top Box";"Rosanne Cash";1987;0;0;2014-11-21;Country
48781;Darling;Fantasy;2014;0;0;2016-04-04;Schlager,Dance
41802;"Comme d'habitude";"Florent Pagny";1989;0;0;2014-10-10;"French pop"
43561;"Who's Lovin' You";"Michael Bublé";2013;0;0;2013-06-01;Oldies,Soul,Pop
5263;"Super Duper Love";"Joss Stone";2004;0;0;2012-03-26;"Funk,Soul,TV & movie soundtrack"
14930;"Third Rate Romance";"The Amazing Rhythm Aces";1975;0;0;2015-05-11;Country
39061;"In cerca di te";"Simona Molinari";2011;0;0;0000-00-00;Pop,Jazz
10273;"Si tu t'appelles mélancolie";"Joe Dassin";1974;0;0;2016-04-19;"French pop"
38573;"The Man Comes Around";"Johnny Cash";2002;0;0;2013-02-08;Country,Folk
15990;"Born To Boogie";"Hank Williams, Jr.";1987;0;0;2011-12-22;"Rock 'n Roll,Country"
46621;"Moon River";"The Overtones";2013;0;0;2014-05-26;Love,Oldies
6455;"I'm Every Woman";"Whitney Houston";1992;0;0;2012-02-20;Soul,Disco
17811;"You Really Got Me";"Van Halen";1978;0;0;2013-01-27;Punk/Grunge,Rock
33859;"Hang On Little Tomato";"Pink Martini";2010;0;0;2011-05-31;Jazz
15628;"Santa Baby";"Eartha Kitt";1953;0;0;2014-11-18;Christmas,Oldies
36588;Interjections!;"Schoolhouse Rock";1974;0;0;2011-09-23;"Kids,TV & movie soundtrack"
37526;"Nobody's Perfect (Acoustic)";"Jessie J";2011;0;0;2012-07-20;R&B,Pop,Folk
12043;"Bravo, Monsieur le monde";"Michel Fugain";1974;0;0;2012-10-08;"French pop"
12891;"Les rois mages";Sheila;1971;0;0;2014-12-24;"French pop"
21370;"What Can I Do";"The Corrs";1998;0;0;2014-10-29;Pop,Love
41437;"Ich wollte nie erwachsen sein (Nessaja)";"Helene Fischer";2011;0;0;2012-09-05;Schlager,Pop
43356;"Fly Me To The Moon";"Rod Stewart";2010;0;0;2013-04-26;Pop,Oldies,Jazz
13283;"La chenille";"La Bande à Basile";1977;0;0;2011-08-22;"French pop"
51296;"Blues Before Sunrise";"Eric Clapton";1994;0;0;2016-06-07;Blues,Rock
44612;"En sortant de l'école";"Yves Montand";1962;0;0;2016-02-25;"French pop,Oldies,Jazz"
37802;"Nur noch kurz die Welt retten";"Tim Bendzko";2011;0;0;0000-00-00;"Pop,Soft rock"
30099;"7 Sünden";"DJ Ötzi";2008;1;0;2012-12-05;Dance,Schlager,Duet
51128;"Tobacco Road";"David Lee Roth";1986;0;0;2016-06-06;Rock,Blues,Hard/Metal
14572;Wasted;"Carrie Underwood";2006;0;0;2011-05-30;Country
36520;"Rolling In The Deep (Acoustic)";Adele;2010;0;0;2011-08-05;Pop,Soul
48766;Renegade;Styx;1978;0;0;2015-03-09;Hard/Metal,Rock
47596;"Love You Like A Love Song";"Cats On Trees";2014;0;0;2014-09-29;Pop
25817;"We're Off To See The Wizard";"The Wizard of Oz";1939;0;0;2011-05-30;"Musical,TV & movie soundtrack,Kids"
12046;"La fête";"Michel Fugain";1972;0;0;2012-10-08;"French pop,Musical"
27034;"Heartaches By The Number";"Dwight Yoakam";1986;0;0;2011-05-30;Country
9652;"A Song For Mama";"Boyz II Men";1997;0;0;2007-05-04;"Teen pop,Pop,R&B"
48606;"Going Out Like That";"Reba McEntire";2015;0;0;2015-03-04;Country,Rock
11375;"Our Day Will Come";"The Carpenters";1973;0;0;2015-05-21;Pop,Jazz
6895;"Blue Moon";"The Marcels";1961;0;0;2011-05-30;"Oldies,Rock 'n Roll"
48472;"It Had To Be You";"Barbra Streisand";2014;1;0;2015-02-03;Jazz,Duet
18451;"Cold Shot";"Stevie Ray Vaughan";1984;0;0;2013-04-05;Blues,Rock
16817;"We're In This Love Together";"Al Jarreau";1981;0;0;2011-09-22;"Soft rock"
10609;"(Let Me Be Your) Teddy Bear/Don't Be Cruel";"Elvis Presley";1972;0;0;2015-04-11;Oldies,Rock
31350;"Bachata en Fukuoka";"Juan Luis Guerra";2010;0;0;2015-05-04;Latin
24690;"Fly Me To The Moon";"1950s Standards";1954;0;0;2011-05-31;Jazz,Oldies
30224;"What About Love";Heart;1985;0;0;2012-01-20;Rock,Love
29527;"How Great Thou Art";"Gospel Singer";2005;0;0;2011-10-17;Gospel,Christian
51035;"Jealous (I Ain't With It)";Chromeo;2014;0;0;2016-06-16;Pop,Electro
32096;"Beautiful Sunday";"Daniel Boone";1972;0;0;2011-05-30;Pop
6238;"What Was I Thinkin'";"Dierks Bentley";2003;0;0;2011-12-10;Country
36641;"If It Hadn't Been For Love";Adele;2011;0;0;2011-06-07;Soul,Folk
41211;"You Are The Best Thing";"Ray LaMontagne";2008;0;0;2012-08-21;Soul
28283;"Bring Me Some Water";"Melissa Etheridge";1988;0;0;2011-12-15;Rock
14204;"Yellow River";Christie;1970;0;0;2014-02-13;Rock,Pop
21362;"It's My Life";"Talk Talk";1984;0;0;2014-03-19;80s
43169;"Dancing On My Own";Smash;2013;0;0;2013-04-18;"TV & movie soundtrack,Pop,Musical"
30648;"Goodbye Stranger";Supertramp;1979;0;0;2011-06-07;Rock,Pop
42539;"Dos gardenias";"Buena Vista Social Club";1997;0;0;2013-02-04;Latin,Jazz
20817;"Just Dance";"Lady Gaga";2008;0;0;2011-05-31;Dance,Pop
36759;Bamboleo;"Zorro Le Musical";2008;0;0;2013-04-24;"Musical,Latin,French pop"
13969;"Da Ya Think I'm Sexy?";"Rod Stewart";1978;0;1;2011-10-08;Pop,Disco
29211;"Let's Have A Party";"Wanda Jackson";1960;0;0;2011-05-31;"Rock 'n Roll"
20679;"So soll es bleiben";"Ich & Ich";2008;0;0;2011-10-08;Schlager
12962;"Oh ma jolie Sarah";"Johnny Hallyday";1971;0;0;2015-06-25;"French pop"
6914;"Mr. Tambourine Man";"The Byrds";1965;0;0;2011-05-30;Rock
13264;"C'est moi";"C. Jérôme";1974;0;0;2011-06-10;"French pop"
42389;"God Save The Queen";"Sex Pistols";1977;0;0;2014-08-07;Punk/Grunge,Rock
42287;"Honky Tonk Man";"Dwight Yoakam";1986;0;0;2013-01-17;Country
46695;"Mon homme";"Mistinguett, Reine des années folles";2014;0;0;2014-05-26;"Musical,French pop,Oldies,Musette"
18092;Paralyzed;"Elvis Presley";1956;0;0;2011-05-31;"Oldies,Rock 'n Roll,Rock"
38780;"Old Time Rock And Roll";"Status Quo";2000;0;0;2011-12-22;"Rock 'n Roll,Rock"
12919;"The Great Pretender";"Freddie Mercury";1987;0;0;2014-05-07;"Pop,Soft rock"
12736;Changes;"David Bowie";1972;0;0;2011-11-03;Rock,Pop
31646;"Civil War";"Guns N' Roses";1993;0;0;2014-05-06;Hard/Metal
37838;"Lass die sonne in dein herz";Wind;1987;0;0;2011-11-09;World/Folk,Pop
26459;Telephone;"Lady Gaga";2009;0;0;2011-05-30;Pop,Dance,R&B
33607;"On a Slow Boat to China";"Emile Ford";1960;0;0;2015-09-28;"Rock 'n Roll,Oldies"
8718;"Mr. Cellophane";"Chicago (The Musical)";1975;0;0;2007-05-04;Musical,Jazz
31557;Asimbonanga;"Johnny Clegg";1987;0;0;2012-11-07;Pop,Zouk/Creole,World/Folk
14631;"A dios le pido";Juanes;2002;0;0;2011-06-28;Pop,Latin
19754;Symphonie;Silbermond;2004;0;0;2015-01-21;Pop,Rock
17164;"Take Good Care Of My Baby";"Bobby Vee";1961;0;0;2012-04-20;Pop,Oldies
22867;"Fuck You";"Lily Allen";2009;0;1;2011-05-30;Pop
8421;"Ventura Highway";America;1972;0;0;2011-06-14;Pop,Rock
12188;"I've Got The World On A String";"Michael Bublé";2006;0;0;2011-11-19;Jazz,Oldies
43995;"Back To The Middle";"India Arie";2001;0;0;2013-07-01;Soul,Folk
31110;"I Won't Last A Day Without You";"The Carpenters";1974;0;0;2011-05-30;"Soft rock,Pop"
25395;"Fly To Your Heart";"Selena Gomez";2008;0;0;2016-06-05;"TV & movie soundtrack,Teen pop"
40922;"Mad World";"Tears For Fears";1982;0;0;2012-07-26;80s
32400;"I Will Survive";"The Puppini Sisters";2009;0;0;2011-05-31;Jazz,Pop
16285;"East Bound And Down";"Jerry Reed";1977;0;0;2014-08-18;Country
50462;"In The Ghetto (Live)";"Elvis Presley";2001;0;0;2016-03-15;Pop,Rock
23606;She;"Charles Aznavour";1974;0;0;2011-09-07;"Love,TV & movie soundtrack"
13934;"The One And Only";"Chesney Hawkes";1991;0;0;2011-05-31;Pop
39252;"Siebzehn Jahr, blondes Haar";"Udo Jürgens";1965;0;0;2012-03-26;Schlager
22724;"High Cost Of Living";"Jamey Johnson";2009;0;0;2012-02-22;Country
21948;"Laura non c'è";Nek;1997;0;0;2014-04-22;Pop,Rock
47971;Travesuras;"Nicky Jam";2014;0;0;2015-07-01;Pop,Latin
45394;Radioactive;"Boyce Avenue";2013;0;0;2013-11-06;"Pop,Soft rock"
25664;"Tu es le soleil de ma vie";"Sacha Distel";1972;1;0;2012-02-22;"French pop,Duet"
16753;"Der Weg";"Herbert Grönemeyer";2002;0;0;2016-02-26;Love,Schlager
16323;"Will The Circle Be Unbroken";"Jimmy Martin";1979;0;0;2016-01-20;Country
18930;"Don't Cry Out Loud";"Melissa Manchester";1978;0;0;2015-03-04;Pop
31492;"On The Wings Of A Nightingale";"The Everly Brothers";1984;0;0;2016-02-23;Pop,Rock,Love
34539;"Send In The Clowns";"Barbra Streisand";1985;0;0;2011-08-30;Musical,Classical
24091;"My Funny Valentine";"Michael Bublé";2006;0;0;2011-05-30;Jazz,Love
13559;"Walking In Memphis";Cher;1995;0;0;2011-05-31;Rock
49485;"Tonight Looks Good On You";"Jason Aldean";2015;0;0;2015-07-13;"Rock,Country,Soft rock"
9987;Shout;"Tears For Fears";1985;0;0;2012-07-08;80s
8879;"Scenes From An Italian Restaurant";"Billy Joel";1977;0;0;2011-05-30;"Soft rock"
49330;"Quelqu'un m'a dit";Louane;2013;0;0;2016-03-08;"French pop"
47269;Shower;"Becky G";2014;0;0;2014-07-29;"Rap,Teen pop,Pop"
21921;Walk;Pantera;1992;0;0;2014-04-22;Hard/Metal
5497;"Left Outside Alone";Anastacia;2004;0;0;2011-05-30;Pop,Rock
20615;"Can't Take My Eyes Off You";"Boys Town Gang";1982;0;0;2011-05-31;Pop,80s
46645;#SELFIE;"The Chainsmokers";2014;0;0;2014-04-22;Dance,Electro
50118;"Das ist dein Leben";"Philipp Dittberner";2015;0;0;2016-02-23;Alternative,Pop
50854;Memories;"Shawn Mendes";2015;0;0;2016-04-06;Pop
39797;"I Am From Austria";"Rainhard Fendrich";1989;0;0;2016-03-04;Schlager,Pop
31459;"After Dark";"Tito & Tarantula";1996;0;0;2015-03-28;"Rock,Folk,TV & movie soundtrack"
50830;Heroes;"Postmodern Jukebox";2016;0;0;2016-06-06;Pop
31943;"When You Wish Upon A Star (Jazz)";Disney;1940;0;0;2011-06-28;Oldies,Jazz
33452;"Ohne Krimi geht die Mimi nie ins Bett";"Bill Ramsey";1962;0;0;2016-06-06;Schlager,Jazz,Oldies
17713;"Ice Cream Man";"Van Halen";1978;0;0;2015-05-28;"Hard/Metal,Blues,Rock 'n Roll"
15256;"Together Again";"Buck Owens";1964;0;0;2011-12-22;Country
6041;"Fast As You";"Dwight Yoakam";1993;0;0;2012-10-15;Country
17912;Adalida;"George Strait";1994;0;0;2016-02-17;Country
24722;"The First Noel";"Christmas Carol";1833;0;0;2011-05-30;Christmas,Traditionnal
11938;"Enola Gay";"Orchestral Manoeuvres in the Dark";1980;0;0;2012-08-24;80s
43490;"Celia's Oye Como Va (Oye Como Va)";"Celia Cruz";2000;0;0;2013-05-10;Latin
28899;"April Sun In Cuba";Dragon;1977;0;0;2011-05-31;Pop,Rock
8635;"I'm Gonna Love You Just A Little More Baby";"Barry White";1973;0;0;2016-06-06;Funk,Soul,Love
27087;"Y como es el";"José Luis Perales";1980;0;0;2011-12-18;"Soft rock"
18830;"My Heart Belongs To Daddy";"Marilyn Monroe";1960;0;0;2015-02-17;"Jazz,Oldies,TV & movie soundtrack"
25687;"Can't Help Falling In Love";"Michael Bublé";2003;0;0;2011-05-30;Love,Pop
6580;"Be My Baby Tonight";"John Michael Montgomery";1994;0;0;2012-01-02;Country
14085;Overkill;"Men At Work";1983;0;0;2011-05-31;"TV & movie soundtrack,Pop"
20590;"Rum And Coca Cola";"The Andrews Sisters";1945;0;0;2011-06-28;Oldies,Latin
5029;"Il était une bergère";Comptine;1780;0;0;2008-06-26;Kids,Traditionnal
6924;"Whole Lotta Shakin' Goin' On";"Jerry Lee Lewis";1957;0;0;2013-07-01;"Rock 'n Roll"
35522;"Havin' A Party";"Sam Cooke";1962;0;0;2011-07-07;Pop,Soul,Oldies
