ID;Title;Artist;Year;Duo;Explicit;"Date Added";Styles
41855;"The French Song";"Lucille Starr";1964;0;0;2013-01-14;Country
13809;"Stand and Deliver";"Adam & The Ants";1981;0;0;2011-05-30;Rock,80s
33932;"Your Body's Callin'";"R. Kelly";1994;0;0;2011-10-20;Soul,R&B
33169;"Little Red Rooster";"The Rolling Stones";1964;0;0;2014-07-26;Blues,Rock
43318;"Hoop liefde en vertrouwen";"Jan Smit";2012;0;0;2013-04-25;Pop
43180;"In assenza di te";"Laura Pausini";1998;0;0;2013-04-26;Pop
6399;"Hold On My Heart";Genesis;1991;0;0;2014-04-03;Pop,Love
48946;"Die Blume aus dem Gemeindebau";"Wolfgang Ambros";1977;0;0;2016-06-04;Schlager,Rock
45299;"Wasn't That A Party";"Mike Denver";2012;0;0;2013-11-18;Country,Celtic
44290;"Big Finish";Smash;2013;1;0;2013-10-22;"TV & movie soundtrack,Musical,Jazz,Duet"
39313;"Vleugels van mijn vlucht";"Paul de Leeuw";2007;0;0;2012-06-13;"Pop,Soft rock"
27538;Agadoo;"Black Lace";1984;0;0;2011-05-31;Pop,Zouk/Creole
27748;"Si l'on s'aimait, si";"Les Enfoirés";2010;0;0;0000-00-00;"French pop,Rock"
39650;"Don't Gimme That";"The BossHoss";2011;1;0;0000-00-00;Pop,Country,Duet
17910;"I'll Never Smile Again";"Frank Sinatra";1934;0;0;2013-07-01;Jazz,Classical
34964;"Been Around The World";"Puff Daddy";1997;0;0;2013-12-03;Rap
45517;"Beer With Jesus";"Thomas Rhett";2012;0;0;2013-12-11;Country
6255;"Have You Ever Been In Love";"Céline Dion";2003;0;0;2007-05-04;"Soft rock,Love"
19801;"Auteuil Neuilly Passy";"Les Inconnus";1990;0;0;2014-10-07;Rap,Humour
32483;"Case Of The Ex";Mýa;2000;0;0;2011-07-09;R&B
44820;"La vie par procuration";"Génération Goldman";2013;1;0;2015-10-09;"French pop,Duet"
32434;"La sentinelle";Luke;2004;0;0;2012-05-09;"Rock,Alternative,French pop"
43411;"The Last Rose Of Summer";"Celtic Woman";2007;0;0;2013-05-19;Celtic,Classical,Traditionnal
16149;"Workin' For A Livin'";"Garth Brooks";2007;1;0;2012-01-31;Country,Rock,Duet
26428;"Tear You Apart";"She Wants Revenge";2006;0;1;2012-05-07;Rock,Alternative
34581;"Wir leben den Moment";"Christina Stürmer";2010;0;0;2013-04-04;Pop,Rock
26419;"Nobody's Darlin' But Mine";"Merle Haggard";1982;0;0;2011-10-08;Country
36376;"Er lebt in dir";"Der König der Löwen";2001;0;0;2015-03-27;Musical
16378;"Too Much, Too Little, Too Late";"Johnny Mathis";1978;1;0;2012-08-17;Soul,Duet
35662;"Madison Twist";"Sylvie Vartan";1962;0;0;2011-05-30;"French pop,Rock 'n Roll"
46597;"Viva la vida (Live)";"Michel Fugain";1996;1;0;2014-05-26;"French pop,Duet"
48873;"Du kannst nicht treu sein";"Funky Marys";2005;0;0;2016-06-04;Schlager,Dance,Electro
50504;Lazarus;"David Bowie";2016;0;0;2016-03-03;Rock,Jazz
45819;"365 Days";"ZZ Ward";2013;0;0;2014-01-26;Blues,Pop,Soul
8541;Tightrope;"Stevie Ray Vaughan";1989;0;0;2014-03-19;Blues,Rock
43543;"Waiting All Night";Rudimental;2013;0;0;2013-08-10;Electro,Dance
10471;"Helter Skelter";"The Beatles";1968;0;0;2012-01-18;Rock
21484;Zij;"Marco Borsato";2005;0;0;2011-05-30;"Soft rock,Pop"
17104;"Believe In Yourself";"The Wiz";1978;0;0;2016-02-18;"Musical,TV & movie soundtrack"
31834;Be;"Neil Diamond";1973;0;0;2012-03-05;"Soft rock"
39992;"Turn Up The Music";"Chris Brown";2012;0;0;2012-10-18;Dance,Electro,Pop
40394;"I Follow Rivers";Triggerfinger;2012;0;0;2012-05-22;Alternative,Pop
45740;"All That Matters";"Justin Bieber";2013;0;0;2016-02-25;"R&B,Teen pop,Pop"
13519;Dignity;"Deacon Blue";1987;0;0;2011-05-31;Pop,80s
12611;"Je n'attendais que vous";Garou;2000;0;0;2012-10-02;"French pop"
23957;"True Love's Kiss";Enchanted;2007;0;0;2015-04-17;"Musical,TV & movie soundtrack"
34051;"California Dreaming";"Roch Voisine";2010;0;0;2011-05-31;"French pop,Folk"
49201;"Homeless (Acoustic)";"Marina Kaye";2015;0;0;2015-07-02;Pop
32307;"Sorry Suzanne";"The Hollies";1969;0;0;2014-05-20;"Pop,Soft rock"
29160;"It Ain't Me Babe";"Bob Dylan";1964;0;0;2011-05-31;Folk
20970;"I Can't Stand The Rain";Eruption;1978;0;0;2014-06-18;Disco
26414;"Me And God";"Josh Turner";2007;0;0;2011-05-31;Country,Christian
48555;Walk;Kwabs;2014;0;0;2015-03-17;Pop,Rap
35406;"Take A Look Around";"Limp Bizkit";2000;0;0;2012-01-22;"Rock,Rap,TV & movie soundtrack"
26480;"Weil es dich gibt";"Peter Maffay";1997;0;0;2012-12-19;"Love,Soft rock"
23676;"Billie Jean";"Chris Cornell";2006;0;0;2011-12-15;Rock,Alternative
33792;"You Are Everything";"Marvin Gaye";1974;1;0;2014-09-25;Soul,Love,Duet
21740;"Little Jeannie";"Elton John";1980;0;0;2011-05-30;Pop,80s
42488;"Could You Be Loved";"Leona Philippo";2012;0;0;2013-02-07;Dance,Pop,Reggae
24591;"Sweet Disposition";"The Temper Trap";2008;0;0;2011-05-30;Rock,Pop
49505;Poison;"Postmodern Jukebox";2015;0;0;2015-08-03;Jazz,Soul,Pop
40038;"So wie du warst";Unheilig;2012;0;0;2012-05-29;Alternative,Rock,Pop
37373;"Down & Dirty";Anouk;2011;0;0;2013-01-31;Pop,Rock
48652;"First Kiss";"Kid Rock";2015;0;0;2015-02-17;Rock,Country
26910;"Up On The House Top";"Christmas Carol";1864;0;0;2011-05-30;Christmas,Traditionnal
49028;Straordinario;"Chiara Galiazzo";2015;0;0;2015-05-14;Pop,Rock
39933;"You Can't Get What You Want (Till You Know What You Want)";"Joe Jackson";1984;0;0;2013-05-13;Pop,Jazz,Soul
30989;"Aimer d'amour";"Boule Noire";1978;0;0;2016-06-05;"French pop,Funk"
20183;"When I First Saw You";Dreamgirls;2006;1;0;2011-05-31;"TV & movie soundtrack,Musical,Duet"
46461;"Trouble Is";Nashville;2013;0;0;2014-04-07;"TV & movie soundtrack,Pop,Country"
17383;"Contigo en la distancia";"Luis Miguel";1991;0;0;2013-07-31;Pop,Love,Latin
39189;"Like My Dog";"Billy Currington";2010;0;0;2013-05-10;Country
35882;"In The Still Of The Night";"Jack Jersey";1974;0;0;2011-05-30;Pop,Oldies
46375;"Borrow My Heart";"Taylor Henderson";2013;0;0;2014-10-20;Pop,Folk
43912;"The Very Thought Of You";"Etta James";1994;0;0;2013-07-11;Jazz
39761;"Quand on n'a que l'amour";"Marie-Élaine Thibert";2003;0;0;2016-01-19;"French pop"
30555;"Blouse du dentiste";"Henri Salvador";1958;0;0;2011-12-19;"French pop,Blues"
5381;"I Predict A Riot";"Kaiser Chiefs";2005;0;0;2011-05-30;Rock,Alternative
43031;"Love For Sale";"Ella Fitzgerald";1956;0;0;2013-03-29;Jazz,Oldies
32010;Julia;"Chris Rea";1993;0;0;2014-10-17;Pop,Rock
50919;"To Let Myself Go";"The Avener";2015;0;0;2016-04-15;Pop,Electro
17957;"(Tonight We Just Might) Fall In Love Again";"Hal Ketchum";1994;0;0;2016-05-02;Country
26249;"Undo It";"Carrie Underwood";2009;0;0;2011-05-30;Pop,Rock
49037;"Alles brennt";"Johannes Oerding";2015;0;0;2015-05-06;Schlager,Rock,Electro
47946;"My Type";"Saint Motel";2014;0;0;2014-11-27;Pop,Disco
28839;"Back It Up";"Caro Emerald";2009;0;0;2011-12-15;Pop,Jazz
33850;"Bottle Of Wine";"Jimmy Gilmer And The Fireballs";1968;0;0;2012-02-22;Pop
30575;"I've Got A Crush On You";"Michael Bublé";2006;0;0;2011-09-26;Jazz
29009;"Where You Lead";"Carole King";1972;0;0;2011-06-13;Pop
10058;"Freak Me";Silk;1992;0;0;2013-11-12;R&B
39824;"Komm' unter meine Decke";"Gunter Gabriel";1975;0;0;2013-06-07;Schlager,Country
21111;"Here's To You";"Joan Baez";1971;0;0;2014-04-28;"TV & movie soundtrack,Folk"
33782;"Good King Wenceslas";"Christmas Carol";1849;0;0;2013-04-04;Christmas,Traditionnal
22492;"Het Werd Zomer";"Rob de Nijs";1977;0;0;2016-03-03;"Love,Soft rock,Pop"
46801;"Good To Be Me";"Uncle Kracker";2009;0;0;2014-05-26;Rock,Country
7402;"This Moment In Time";"Engelbert Humperdinck";1979;0;0;2016-03-10;Jazz
21912;"Cowboys From Hell";Pantera;1990;0;0;2014-08-18;Hard/Metal
45894;"I Will Pray (Pregherò)";Giorgia;2013;1;0;2015-07-29;Pop,Duet,Love
15134;"First Date";Blink-182;2001;0;0;2011-05-31;Alternative,Punk/Grunge,Rock
34121;"Talk Of The Town";"The Pretenders";1980;0;0;2015-10-21;Pop,Rock
46921;"Gentle On My Mind";"Mike Denver";2010;0;0;2014-06-18;Country
35756;"Let's Face The Music And Dance";"Frank Sinatra";1961;0;0;2011-06-28;Jazz,Oldies
47024;"La fête (Projet Pluribus)";"Michel Fugain";2013;0;0;2014-07-16;"French pop,Musical"
38089;History;"Tenacious D";2006;0;0;2013-07-04;"TV & movie soundtrack,Humour,Hard/Metal,Rock,Folk"
20572;"A Piece Of Sky";"Barbra Streisand";1983;0;0;2011-08-10;Musical
43299;"He Ain't Heavy, He's My Brother";"Paul Carrack";2009;0;0;2013-04-22;"Soul,Soft rock"
37425;"Crying Time";"Ray Charles";1966;0;0;2015-11-24;Blues
36381;"Die Unstillbare Gier";"Tanz der Vampire";1997;0;0;0000-00-00;Musical
43618;Matchbox;"Carl Perkins";1957;0;0;2013-05-19;"Rock 'n Roll,Blues"
39051;"Die, Die My Darling";Misfits;1984;0;0;2013-07-01;Punk/Grunge,Alternative,Rock
22781;"Cosa Sei";"Ricchi e Poveri";1983;1;0;2015-03-13;Pop,Duet
7759;"It's A Great Day To Be Alive";"Travis Tritt";2000;0;0;2011-11-25;Country
20270;"20 de Enero";"La oreja de Van Gogh";2003;0;0;2013-08-08;Pop,Electro,Rock
44776;"Material Girl";"Cassandra Beck";2007;0;0;2013-10-08;Jazz,Pop
6137;"I Saw The Light";"Wynonna Judd";1992;0;0;2011-12-11;Country
26932;"Stupid In Love";Rihanna;2009;0;0;2011-05-30;R&B,Pop
36808;"La ruelle des morts";"Hubert-Félix Thiéfaine";2010;0;0;2014-09-12;"French pop"
6490;"Corner Of The Sky";Pippin;1972;0;0;2008-08-25;Musical
23468;"3 Minuten";"Carlo & Irene";1997;0;0;0000-00-00;Pop,Kids
50625;"Mag ik de zon laten schijnen";"Jeffrey Heesen";2015;0;0;2016-03-09;Schlager
13982;Dominique;"Soeur sourire";1963;0;0;2011-05-31;"French pop"
24524;"Mi Rowsu (Tuintje In Mijn Hart)";"Jan Smit";2009;1;0;2012-12-29;Reggae,Duet,Kids
46550;Rockstar;"A Great Big World";2014;0;0;2014-05-20;Pop,Rock,Alternative
32775;"Corrine, Corrina";"Jerry Lee Lewis";1963;0;0;2012-01-06;"Rock 'n Roll"
37895;"Be Good Johnny";"Men At Work";1982;0;0;2011-11-16;Pop,Rock
12356;"J'sais pas jouer";Pierpoljak;1998;0;0;2011-05-31;"Reggae,French pop"
31729;"Pennies From Heaven";"1930s Standards";1936;0;0;2011-10-28;Oldies,Jazz
41819;"Begin Again";"Taylor Swift";2012;0;0;2012-11-02;Country,Pop
12018;"Sha la la (Hier est près de moi)";"Claude François";1973;0;0;2015-07-28;"French pop"
11043;"Ya Ya";"Lee Dorsey";1961;0;0;2015-04-23;"Rock 'n Roll,Oldies"
47375;"L'Amérique (Yellow River)";"Il était une fois... Joe Dassin";2011;0;0;2014-10-04;"French pop,Musical"
46179;"Look At Little Sister";"Stevie Ray Vaughan";1985;0;0;2014-02-13;"Blues,Rock,Rock 'n Roll"
32001;Taxi;"Harry Chapin";1972;0;0;2011-08-29;Folk
46138;"Tequila Sheila";"Bobby Bare";1980;0;0;2014-02-13;Country
48117;"You're Still A Young Man";"Tower Of Power";1972;0;0;2014-12-30;Soul,Pop
7265;"American Pie";Madonna;2000;0;0;2011-05-31;Pop,Rock
31960;"Hole Hearted";Extreme;1992;0;0;2011-10-31;Folk,Pop
20498;"Les souliers verts";"Lynda Lemay";1998;0;0;2012-04-05;"French pop"
25585;"Right As Rain";Adele;2008;0;0;2011-12-28;Soul,Pop
48644;"Ziwui Ziwui";VoXXclub;2014;0;0;0000-00-00;Schlager
32776;"Midnight Special";"Johnny Rivers";1965;0;0;2011-11-30;"Rock 'n Roll"
47979;"Le géant de papier";"Les Enfants du Top 50";2014;0;0;2014-12-10;"French pop"
47627;Foil;"Weird Al Yankovic";2014;0;0;2014-10-04;Humour,Pop
46484;"Kalimba de luna";Dalida;1984;0;0;2014-04-10;"Disco,French pop,Latin,80s"
41051;"More Than Words / Heaven";"Rock Of Ages";2012;0;0;2012-08-02;"TV & movie soundtrack,Musical,Rock"
17589;"Takin' It to the Streets";"The Doobie Brothers";1976;0;0;2012-01-05;Rock
10911;"Spill The Wine";"Eric Burdon";1990;0;0;2012-03-31;"Soft rock,Latin"
25583;"Walking In The Air";"Celtic Woman";2005;0;0;2011-05-30;Christmas,Celtic
27825;"My Romance";"1930s Standards";1935;0;0;2011-05-31;Oldies,Jazz
36044;Hallelujah;"Stephen Lynch";2009;0;1;2012-04-02;Pop,Humour
34210;"Why I Love You So Much";Monica;1996;0;0;2011-05-30;"Soft rock,R&B"
12303;"Le papa pingouin";Pigloo;2006;0;0;2016-03-15;Dance,Kids
41487;"Happy, Happy, Joy, Joy";"Ren & Stimpy";1991;0;0;2012-09-18;"TV & movie soundtrack,Humour,Kids"
38476;Onderweg;Abel;2000;0;0;2011-12-21;Pop
33372;"This Old Heart Of Mine";"The Isley Brothers";1966;0;0;2011-09-12;Soul
20850;"If This Is It";"Huey Lewis and the News";1984;0;0;2011-05-31;Pop,Rock,80s
40406;Changed;"Rascal Flatts";2012;0;0;2012-06-23;Country
25902;"Watching Airplanes";"Gary Allan";2007;0;0;2011-05-31;Country
6771;"Long Time Gone";"Dixie Chicks";2002;0;0;2011-05-31;Country
6107;"I'm Your Baby Tonight";"Whitney Houston";1990;0;0;2011-10-31;Pop,Soul
24239;"Freek'n You";Jodeci;1995;0;0;2011-05-31;R&B
34281;"Born Free";"Kid Rock";2010;0;0;2013-01-10;Rock,Country
38395;"Don't Wait Too Long";"Madeleine Peyroux";2004;0;0;2012-08-07;Jazz
40327;Birdland;"Manhattan Transfer";1979;0;0;2012-06-16;Pop,Jazz
19919;Anyway;"Martina McBride";2006;0;0;2008-07-18;Pop,Country
13932;"Oh Carolina";Shaggy;1993;0;0;2011-05-30;Reggae,Rap
8155;"I'm Not A Girl, Not Yet A Woman";"Britney Spears";2001;0;0;2007-05-04;"Teen pop"
48936;Augenbling;Seeed;2012;0;0;0000-00-00;Rap,R&B,Schlager
46533;"Enjoy The Ride";Morcheeba;2008;0;0;2014-04-10;Alternative,Pop
40290;"I'll Write A Song For You";"Earth, Wind & Fire";1977;0;0;2012-12-07;Soul
37213;"Bloody Mary";"Lady Gaga";2011;0;0;2013-06-06;Pop,Electro
28818;"How Great Thou Art";"Mahalia Jackson";1955;0;0;2011-10-21;Gospel,Christian
38646;Fly;"Nicki Minaj";2011;0;0;2012-01-13;R&B,Rap
34379;"Jingle Bells";"Children's Chorus";1957;0;0;2011-12-09;Christmas,Kids
25426;"La corde au cou";"Michel Fugain";1970;0;0;2012-05-10;"French pop"
11286;Badlands;"Bruce Springsteen";1978;0;0;2014-07-22;Rock
20533;"Save Me";Clout;1978;0;0;2015-04-21;Pop,Rock
15763;Signs;"The Five Man Electrical Band";1970;0;0;2011-11-25;Rock
11338;Wonder;"Natalie Merchant";1995;0;0;2012-02-22;Pop,Rock
18894;Jailer;Asa;2007;0;0;0000-00-00;Soul,Reggae,R&B
25876;"Time (Clock Of The Heart)";"Culture Club";1982;0;0;2011-05-30;80s,Rock
33785;"While Shepherds Watched Their Flocks";"Christmas Carol";1822;0;0;2013-04-05;Christmas,Traditionnal
29861;"Love Never Dies";"Love Never Dies";2010;0;0;2014-05-20;Musical
7933;"Be Like That";"3 Doors Down";2000;0;0;2011-10-08;Pop,Rock
18773;"The Very Thought of You";"Rod Stewart";2002;0;0;2013-01-11;Jazz
50547;"Ev'ry Time We Say Goodbye";"Natalie Cole";2004;0;0;2016-02-03;"Jazz,Love,TV & movie soundtrack"
47536;"Let Me Love You Baby";"Stevie Ray Vaughan";1989;0;0;2014-09-15;Blues,Rock
39576;"Le petit cordonnier";"Francis Lemarque";1953;0;0;2012-05-03;"French pop,Kids,Oldies"
46993;Tanz;"Anna-Maria Zimmermann";2013;0;0;2014-07-08;Schlager,Dance
26940;"What A Wonderful World (Salsa Version)";Michell;2008;0;0;2011-05-30;Latin
9217;"It Don't Mean A Thing (If It Ain't Got That Swing)";"Big Time Operator";1998;0;0;2008-08-25;Jazz
33371;"Holiday In Spain";"Counting Crows";2002;0;0;2014-09-15;"Soft rock"
47612;"Les Sud-Américaines (Projet Pluribus)";"Michel Fugain";2013;0;0;2014-10-17;"French pop,Latin"
30024;"Bird Dog";"The Everly Brothers";1958;0;0;2011-10-03;"Pop,Soft rock,Oldies"
10864;"From A Jack To A King";"Elvis Presley";1970;0;0;2014-10-07;"Oldies,Rock 'n Roll,Pop"
13442;"Puisque vous partez en voyage";"Françoise Hardy";2000;0;0;2011-08-01;"French pop,Jazz"
10791;Carnival;"Natalie Merchant";1995;0;0;2011-12-26;Rock
6046;"One More Last Chance";"Vince Gill";1992;0;0;2011-12-01;Country
43455;"Into The Open Air";"Julie Fowlis";2012;0;0;2013-05-21;"TV & movie soundtrack,Celtic"
25020;"Is It Raining At Your House";"Vern Gosdin";1990;0;0;2011-05-31;Country
24423;"Don't You Care";"The Buckinghams";1969;0;0;2011-05-31;Pop
24457;"Syrup & Honey";Duffy;2008;0;0;2011-05-31;"Soul,Pop,Soft rock"
21553;Heartless;"Kanye West";2008;0;0;2011-10-16;R&B,Rap
35261;"Yeah 3X";"Chris Brown";2010;0;0;2011-05-30;Dance,Electro,Pop
41275;"Under The Milky Way";"The Church";1988;0;0;2012-08-15;Alternative,Rock
12031;"Pourvu qu'elles soient douces !";"Mylène Farmer";1988;0;0;2011-05-31;"French pop"
47318;"Word Crimes";"Weird Al Yankovic";2014;0;0;2014-09-01;Humour,R&B
49768;"Two More Bottles Of Wine";"Delbert McClinton";1978;0;0;2015-10-19;Country
6958;"Murder On The Dancefloor";"Sophie Ellis Bextor";2001;0;0;2011-05-30;"Teen pop"
5599;"Lot Of Leavin' Left To Do";"Dierks Bentley";2005;0;0;2012-02-07;Country
47707;Booty;"Jennifer Lopez";2014;0;0;2014-11-09;R&B,Dance
43121;"Dr. Feelgood (Love Is A Serious Business)";"Aretha Franklin";1967;0;0;2013-04-04;Soul,Jazz
20752;"Slave To Love";"Bryan Ferry";1985;0;0;2011-05-30;Pop
11652;"O Canada (fr)";"National Anthem";1880;0;0;2008-06-26;Traditionnal
41330;"Alors je chante";"Rika Zaraï";1969;0;0;2016-06-08;"French pop,World/Folk"
16854;"Pure Lust Am Leben";"Geier Sturzflug";1984;0;0;2015-04-08;Schlager
6342;"Can't Let Go";"Mariah Carey";1991;0;0;2011-05-30;Pop,Funk
40725;"Different Worlds";"Jes Hudak";2012;1;0;2015-03-06;Pop,Duet
37721;"La bamboula";Carlos;1971;0;0;2011-11-25;"French pop,Humour"
27401;"Beer Barrel Polka";"Polka Forever";1927;0;0;2011-05-31;Traditionnal,Oldies
43467;"Mad About You";Sting;1991;0;0;2013-05-21;"Soft rock,Pop"
34126;"Qui ?";"Charles Aznavour";1963;0;0;2011-08-06;"French pop"
46431;"Joue pas de rock'n roll pour moi (Live Bercy Born Rocker Tour 2013)";"Johnny Hallyday";2013;0;0;2015-06-10;"French pop"
31737;"Seventh Son";"Johnny Rivers";1965;0;0;2011-05-31;"Rock 'n Roll"
41631;"Dans la vie faut pas s'en faire";"Maurice Chevalier";1921;0;0;2014-03-13;"Oldies,French pop,Humour"
20477;"La marche de Ménilmontant";"Maurice Chevalier";1959;0;0;2011-06-09;"French pop"
26280;"Truck Driving Man";"Dave Dudley";1968;0;0;2012-01-11;"Country,Rock 'n Roll"
39814;"Dark Paradise";"Lana Del Rey";2012;0;0;2012-06-28;Alternative,Pop
5936;"Poison Ivy";"The Coasters";1959;0;0;2011-07-16;"Rock 'n Roll,Oldies"
15828;"This Diamond Ring";"Gary Lewis";1965;0;0;2013-11-01;Pop,Rock,Oldies
49237;"This Summer's Gonna Hurt Like A Motherf****r";"Maroon 5";2015;0;1;2015-06-12;Pop,Rock
10472;"Why Don't We Do It In The Road?";"The Beatles";1968;0;0;2016-03-04;"Blues,Rock,Rock 'n Roll"
30522;"A Headache Tomorrow (Or A Heartache Tonight)";"Mickey Gilley";1980;0;0;2011-12-28;Love,Country
24768;"My Angel";"Kellie Pickler";2007;0;0;2011-05-31;Country
42032;"Sweet Nothing";"Calvin Harris";2012;0;0;2013-02-27;Dance,Electro
12956;Insatiable;"Darren Hayes";2002;0;0;2011-05-31;Pop,Electro
26564;California;"Phantom Planet";2006;0;0;2012-02-08;Rock,Pop
21725;"Parle plus bas (Le parrain)";"Patrick Fiori";2008;0;0;0000-00-00;"French pop"
48072;"Midnight Blue";"Lou Gramm";1987;0;0;2014-12-26;Pop,Rock
6477;"Will You Be There";"Michael Jackson";1991;0;0;2011-05-31;Pop,Soul
15657;Unbelievable;EMF;1990;0;0;2014-10-11;Rock,80s,Rap,Alternative
29341;"J'en appelle à la tendresse";"Michèle Torr";1981;0;0;2013-06-14;"French pop"
34418;"Dean's Vegas Melody";"Dean Martin";1963;0;0;2011-05-30;Jazz,Oldies
45381;"Te Quiero";"Helene Fischer";2013;0;0;2014-03-13;Schlager
36155;"Square Biz";"Teena Marie";1981;0;0;2011-06-08;Funk,Pop,Soul
8626;"Wild Wild West";"Will Smith";1999;0;0;2013-12-03;"Rap,TV & movie soundtrack"
25376;"Forty-Second Street";"42nd Street";1934;0;0;2011-05-30;Musical,Blues,Jazz
50119;"Das ist dein Leben (Radio Edit)";"Philipp Dittberner";2015;0;0;2016-03-07;Alternative,Pop
29152;"The Gang That Sang Heart Of My Heart";"The Four Aces";1953;0;0;2011-05-31;Jazz,Oldies
37989;"We Will Rock You";"Rock Kids";2003;0;0;2015-02-09;Rock,Pop
9513;"Shake, Rattle And Roll";"Patsy Cline";1961;0;0;2011-05-31;"Rock 'n Roll,Oldies"
18323;"Cielito Lindo";"José Feliciano";1989;0;0;2015-03-27;Latin,Disco,80s
23846;"Old Flames";"Foster & Allen";1983;0;0;2014-04-01;Love,Country,Folk
39465;"The Drinking Song";"Bob & Tom";1989;0;1;2013-07-16;Country,Humour
26336;"Bronze, Silber und Gold";"Wolfgang Petry";1996;0;0;2013-01-10;Rock,Schlager
20418;"Le soleil et la lune";"Charles Trenet";1939;0;0;2011-09-19;"French pop"
29266;"Ich lieb' dich überhaupt nicht mehr";"Udo Lindenberg";1988;0;0;2012-01-08;Love,Pop
21678;"Red High Heels";"Kellie Pickler";2006;0;0;2011-05-30;Country
44972;"Ce n'est qu'un au revoir";"Jeane Manson";1977;0;0;2013-10-26;"French pop,Disco,Gospel"
43519;"More Than Friends";Inna;2013;0;0;2013-06-10;Dance,Pop,Latin
12144;"Little Wonders";"Rob Thomas";2007;0;0;2016-06-04;"Pop,Rock,TV & movie soundtrack"
19217;Tenderly;"Sarah Vaughan";1954;0;0;2016-02-09;Jazz
18129;"Ain't It Funny (Murder Remix)";"Jennifer Lopez";2001;0;0;2013-12-03;Pop,R&B
6755;"Overnight Male";"George Strait";1992;0;0;2015-08-24;Country
25581;"I Will Remember";Toto;1995;0;0;2012-01-09;"Soft rock,Pop"
42627;"Satisfy My Soul";"Paul Carrack";2000;0;0;2013-02-06;Soul
25596;"I Can't Stand The Rain";"Tina Turner";1984;0;0;2011-12-18;Pop,80s
46322;"Le rendez-vous";"Valérie Carpentier";2013;0;0;2016-06-04;"French pop"
47589;"Help The Poor";"Robben Ford";1988;0;0;2014-10-22;Blues,Rock
49301;"It Had To Be You (Duet)";"Tony Bennett";2011;1;0;2015-07-01;Jazz,Oldies,Duet
45180;"Don't Ya";"Brett Eldredge";2012;0;0;2013-11-06;Country
48999;"I Really Like You";"Carly Rae Jepsen";2015;0;0;2015-04-25;Pop,Electro
14234;"West End Girls";"Pet Shop Boys";1986;0;0;2011-05-30;80s
48204;"The Glory Of Love";"The Overtones";2012;0;0;2015-02-18;Jazz,Pop,Oldies
44923;"Let The Rain";"Sara Bareilles";2010;0;0;2013-09-27;Pop,Rock
36247;"Summer Girl";"Leighton Meester";2010;0;0;2011-06-28;"Country,Pop,TV & movie soundtrack"
38204;"I (Who Have Nothing)";"Shirley Bassey";1963;0;0;2011-10-16;Love,Classical
42113;"All Too Well";"Taylor Swift";2012;0;0;2012-12-10;Pop
43650;Apologies;"Grace Potter";2007;0;0;2013-06-05;Country,Rock,Pop
10195;"Cowboy's Sweetheart";"LeAnn Rimes";1997;0;0;2011-05-31;Country
34212;"You Must Have Been A Beautiful Baby";"1930s Standards";1938;0;0;2011-05-31;Oldies,Jazz
13377;"Relax, Take It Easy (Acoustic)";Mika;2007;0;0;2011-05-31;Pop
33814;"Hélène (version rock)";"Roch Voisine";2003;0;0;2016-03-03;"French pop,Rock"
46314;"Signed, Sealed, Delivered I'm Yours";"Michael McDonald";2003;0;0;2014-03-17;Soul
45128;"Something I Need";OneRepublic;2013;0;0;2013-10-31;Rock,Pop
17170;"At Seventeen";"Janis Ian";1975;0;0;2011-05-31;Folk
48031;"Ballad Of Davy Crockett";"The Kentucky Headhunters";1991;0;0;2015-04-02;"Country,Rock 'n Roll,TV & movie soundtrack"
48794;"Be My Forever";"Christina Perri";2014;1;0;2015-03-31;Pop,Folk,Duet
34367;"Missing You";Tamia;1996;0;0;2011-10-23;Soul,R&B
17132;"A Matter Of Trust";"Billy Joel";1986;0;0;2011-05-31;Rock
45640;"Swing Supreme";"Robbie Williams";2013;0;0;2013-12-03;Jazz,Pop
6848;"I'm On The Outside (Looking In)";"Little Anthony And The Imperials";1966;0;0;2011-10-08;Oldies
21074;"Daytime Friends";"Kenny Rogers";1977;0;0;2016-06-06;Country
23407;"Le Printemps";"Michel Fugain";1976;0;0;2011-05-31;"French pop"
45524;Something;"Shirley Bassey";1970;0;0;2013-11-22;"Pop,Soft rock"
41526;"Sara Smile";Rumer;2012;0;0;2016-02-25;Soul
22798;"Les jardins du ciel";Jaïro;1980;0;0;2012-05-12;"French pop"
35057;"Sock It 2 Me";"Missy Elliott";1997;0;1;2013-12-07;Rap,R&B
45178;"Best I Ever Had";"Gavin DeGraw";2013;0;0;2013-10-22;Pop,Rock,Soul
26242;"Dancing In The Moonlight";"Thin Lizzy";1977;0;0;2011-05-30;Pop,Rock
32592;"The Way You Make Me Feel";"Paul Anka";2005;0;0;2011-05-30;Jazz
45151;"Der letzte Tag im Paradies";"Andrea Berg";2013;0;0;2016-06-04;Schlager,Dance,Pop
13895;"On The Road Again";"Canned Heat";1968;0;0;2011-05-31;Blues,Rock
39154;"When A Woman Loves";"R. Kelly";2010;0;0;2012-02-10;Soul,Love
37783;"You Need Me, I Don't Need You";"Ed Sheeran";2011;0;0;2014-11-17;Soul,Folk
17750;"Fairies Wear Boots";"Black Sabbath";1970;0;0;2014-09-15;Hard/Metal,Rock
29092;"My Way";"Limp Bizkit";2001;0;0;2012-01-22;"Rock,TV & movie soundtrack"
45186;"When You Walk In The Room";"DJ Ötzi";2012;0;0;2013-12-05;"Pop,Soft rock"
